gene_id,symbol,entrez_gid,transcript_name,ensembl_tid,full_name
"28038","Spint2","292770","Spint2-201","ENSRNOT00000028006","serine peptidase inhibitor, Kunitz type, 2"
"28039","Zbtb7b","295248","Zbtb7b-201","ENSRNOT00000028010","zinc finger and BTB domain containing 7B"
"28040","Flad1","751787","Flad1-201","ENSRNOT00000028030","flavin adenine dinucleotide synthetase 1"
"28041","Bub3","361662","Bub3-201","ENSRNOT00000028020","BUB3 mitotic checkpoint protein"
"28042","Nsg2","497878","Nsg2-201","ENSRNOT00000028069","neuronal vesicle trafficking associated 2"
"28043","Sdhaf2","361726","Sdhaf2-201","ENSRNOT00000028028","succinate dehydrogenase complex assembly factor 2"
"28044","Slc17a7","116638","Slc17a7-201","ENSRNOT00000028064","solute carrier family 17 member 7"
"28045","Cars","293638","Cars-201","ENSRNOT00000050721","cysteinyl-tRNA synthetase"
"28046","Tgfb1","59086","Tgfb1-201","ENSRNOT00000028051","transforming growth factor, beta 1"
"28047","S1pr2","29415","S1pr2-201","ENSRNOT00000028034","sphingosine-1-phosphate receptor 2"
"28048","Ucn2","170896","Ucn2-201","ENSRNOT00000028031","urocortin 2"
"28049","Shc1","85385","Shc1-202","ENSRNOT00000056652","SHC adaptor protein 1"
"28050","Aarsd1","619440","Aarsd1-201","ENSRNOT00000028047","alanyl-tRNA synthetase domain containing 1"
"28051","Mrpl4","363023","Mrpl4-201","ENSRNOT00000049706","mitochondrial ribosomal protein L4"
"28052","Pygo2","295251","Pygo2-201","ENSRNOT00000028052","pygopus family PHD finger 2"
"28053","Shisa5","301013","Shisa5-202","ENSRNOT00000077236","shisa family member 5"
"28054","Cpsf7","365407","Cpsf7-201","ENSRNOT00000028074","cleavage and polyadenylation specific factor 7"
"28055","Atrip","301014","Atrip-201","ENSRNOT00000028055","ATR interacting protein"
"28056","Pbxip1","310644","Pbxip1-201","ENSRNOT00000028057","PBX homeobox interacting protein 1"
"28057","Ccdc97","292724","Ccdc97-201","ENSRNOT00000028065","coiled-coil domain containing 97"
"28058","Ppp1r14a","114004","Ppp1r14a-201","ENSRNOT00000028070","protein phosphatase 1, regulatory (inhibitor) subunit 14A"
"28059","Ifi35","287719","Ifi35-201","ENSRNOT00000028067","interferon-induced protein 35"
"28060","Icam1","25464","Icam1-201","ENSRNOT00000028066","intercellular adhesion molecule 1"
"28061","Hnrnpul1","361522","Hnrnpul1-201","ENSRNOT00000028100","heterogeneous nuclear ribonucleoprotein U-like 1"
"28062","Vat1","287721","Vat1-201","ENSRNOT00000028084","vesicle amine transport 1"
"28063","Atp12a","171028","Atp12a-201","ENSRNOT00000028093","ATPase H+/K+ transporting non-gastric alpha2 subunit"
"28064","Dpf1","50545","Dpf1-201","ENSRNOT00000028091","double PHD fingers 1"
"28065","Ccdc51","316008","Ccdc51-202","ENSRNOT00000077228","coiled-coil domain containing 51"
"28066","Tmem216","361727","Tmem216-201","ENSRNOT00000028079","transmembrane protein 216"
"28067","Tmem138","361728","Tmem138-201","ENSRNOT00000028092","transmembrane protein 138"
"28068","Icam5","313785","Icam5-201","ENSRNOT00000028096","intercellular adhesion molecule 5"
"28069","Tead2","308582","Tead2-202","ENSRNOT00000090838","TEA domain transcription factor 2"
"28070","Pmvk","310645","Pmvk-201","ENSRNOT00000028095","phosphomevalonate kinase"
"28071","Rnd2","303553","Rnd2-201","ENSRNOT00000028089","Rho family GTPase 2"
"28072","Cd37","29185","Cd37-201","ENSRNOT00000066834","CD37 molecule"
"28073","Rnaseh2c","100361939","Rnaseh2c-201","ENSRNOT00000028097","ribonuclease H2, subunit C"
"28074","Brca1","497672","Brca1-202","ENSRNOT00000083111","BRCA1, DNA repair associated"
"28075","Cyb561a3","361729","Cyb561a3-201","ENSRNOT00000028094","cytochrome b561 family, member A3"
"28076","Sipa1l3","292771","Sipa1l3-201","ENSRNOT00000042207","signal-induced proliferation-associated 1 like 3"
"28077","Tkfc","361730","Tkfc-201","ENSRNOT00000028102","triokinase and FMN cyclase"
"28078","Rnls","361751","Rnls-201","ENSRNOT00000028098","renalase, FAD-dependent amine oxidase"
"28079","Kcnn3","54263","Kcnn3-201","ENSRNOT00000028117","potassium calcium-activated channel subfamily N member 3"
"28080","Raver1","298705","Raver1-201","ENSRNOT00000046983","ribonucleoprotein, PTB-binding 1"
"28081","Osbpl5","361686","Osbpl5-202","ENSRNOT00000079454","oxysterol binding protein-like 5"
"28082","Trpm4","171143","Trpm4-201","ENSRNOT00000041513","transient receptor potential cation channel, subfamily M, member 4"
"28083","Ddb1","64470","Ddb1-201","ENSRNOT00000028188","damage-specific DNA binding protein 1"
"28084","Axl","308444","Axl-203","ENSRNOT00000078668","Axl receptor tyrosine kinase"
"28085","Bod1","287173","Bod1-201","ENSRNOT00000028115","biorientation of chromosomes in cell division 1"
"28086","Hrc","292905","Hrc-201","ENSRNOT00000028116","histidine rich calcium binding protein"
"28087","Nme6","58964","Nme6-201","ENSRNOT00000028125","NME/NM23 nucleoside diphosphate kinase 6"
"28088","Pten","50557","Pten-201","ENSRNOT00000028143","phosphatase and tensin homolog"
"28089","Sipa1","361710","Sipa1-201","ENSRNOT00000028137","signal-induced proliferation-associated 1"
"28090","Stc2","63878","Stc2-201","ENSRNOT00000028146","stanniocalcin 2"
"28091","Nbr1","303554","Nbr1-201","ENSRNOT00000028149","NBR1, autophagy cargo receptor"
"28092","Ppfia3","140591","Ppfia3-201","ENSRNOT00000028142","PTPRF interacting protein alpha 3"
"28093","Camp","316010","Camp-201","ENSRNOT00000028130","cathelicidin antimicrobial peptide"
"28094","Nadsyn1","353255","Nadsyn1-201","ENSRNOT00000028175","NAD synthetase 1"
"28095","Cdc25a","171102","Cdc25a-201","ENSRNOT00000028141","cell division cycle 25A"
"28096","Cyp2s1","308445","Cyp2s1-201","ENSRNOT00000028177","cytochrome P450, family 2, subfamily s, polypeptide 1"
"28097","Adar","81635","Adar-201","ENSRNOT00000028181","adenosine deaminase, RNA-specific"
"28098","Lin7b","60377","Lin7b-201","ENSRNOT00000028164","lin-7 homolog B, crumbs cell polarity complex component"
"28099","Nkx2-5","114109","Nkx2-5-201","ENSRNOT00000028155","NK2 homeobox 5"
"28100","Map4","367171","Map4-202","ENSRNOT00000056166","microtubule-associated protein 4"
"28101","Rdm1","287726","Rdm1-201","ENSRNOT00000028174","RAD52 motif containing 1"
"28102","Bnip1","140932","Bnip1-201","ENSRNOT00000028173","BCL2 interacting protein 1"
"28103","Snrnp70","361574","Snrnp70-201","ENSRNOT00000028176","small nuclear ribonucleoprotein U1 subunit 70"
"28104","Crebrf","303016","Crebrf-202","ENSRNOT00000079462","CREB3 regulatory factor"
"28105","Arl4d","303559","Arl4d-201","ENSRNOT00000028178","ADP-ribosylation factor like GTPase 4D"
"28106","Dhx8","287727","Dhx8-202","ENSRNOT00000086892","DEAH-box helicase 8"
"28107","Map3k11","309168","Map3k11-201","ENSRNOT00000028185","mitogen-activated protein kinase kinase kinase 11"
"28108","Dhcr7","64191","Dhcr7-201","ENSRNOT00000028195","7-dehydrocholesterol reductase"
"28109","Zfp382","246264","Zfp382-203","ENSRNOT00000087931","zinc finger protein 382"
"28110","Chrnb2","54239","Chrnb2-201","ENSRNOT00000028200","cholinergic receptor nicotinic beta 2 subunit"
"28111","Pspc1","305910","Pspc1-205","ENSRNOT00000076913","paraspeckle component 1"
"28112","Ntf4","25730","Ntf4-201","ENSRNOT00000028194","neurotrophin 4"
"28113","Ube2q1","295252","Ube2q1-201","ENSRNOT00000028210","ubiquitin conjugating enzyme E2 Q1"
"28114","Etv4","360635","Etv4-201","ENSRNOT00000028213","ETS variant transcription factor 4"
"28115","Ruvbl2","292907","Ruvbl2-201","ENSRNOT00000028217","RuvB-like AAA ATPase 2"
"28116","Meox1","363684","Meox1-201","ENSRNOT00000028220","mesenchyme homeobox 1"
"28117","Sost","80722","Sost-201","ENSRNOT00000028238","sclerostin"
"28118","Il6r","24499","Il6r-201","ENSRNOT00000028234","interleukin 6 receptor"
"28119","Gys1","690987","Gys1-201","ENSRNOT00000028271","glycogen synthase 1"
"28120","Ltbp3","83838","Ltbp3-201","ENSRNOT00000028262","latent transforming growth factor beta binding protein 3"
"28121","Cyp2a1","24895","Cyp2a1-204","ENSRNOT00000085008","cytochrome P450, family 2, subfamily a, polypeptide 2"
"28122","Atp8b2","685152","Atp8b2-201","ENSRNOT00000028246","ATPase phospholipid transporting 8B2"
"28123","Pde4a","25638","Pde4a-201","ENSRNOT00000061100","phosphodiesterase 4A"
"28124","Them4","361992","Them4-201","ENSRNOT00000028260","thioesterase superfamily member 4"
"28125","Cspg5","50568","Cspg5-201","ENSRNOT00000028278","chondroitin sulfate proteoglycan 5"
"28126","Hipk4","308449","Hipk4-201","ENSRNOT00000028266","homeodomain interacting protein kinase 4"
"28127","Lrfn3","308495","Lrfn3-201","ENSRNOT00000028275","leucine rich repeat and fibronectin type III domain containing 3"
"28128","Tyrobp","361537","Tyrobp-201","ENSRNOT00000028284","transmembrane immune signaling adaptor Tyrobp"
"28129","Elp6","363150","Elp6-201","ENSRNOT00000028288","elongator acetyltransferase complex subunit 6"
"28130","Coq8b","308453","Coq8b-201","ENSRNOT00000028290","coenzyme Q8B"
"28131","Hcst","474146","Hcst-201","ENSRNOT00000028287","hematopoietic cell signal transducer"
"28132","Aplp1","502317","Aplp1-201","ENSRNOT00000028297","amyloid beta precursor like protein 1"
"28133","Scap","301024","Scap-201","ENSRNOT00000028295","SREBF chaperone"
"28134","Tdrkh","310652","Tdrkh-201","ENSRNOT00000028299","tudor and KH domain containing"
"28135","Ptpn23","117552","Ptpn23-201","ENSRNOT00000056145","protein tyrosine phosphatase, non-receptor type 23"
"28136","Oaz3","","Oaz3-201","ENSRNOT00000028303","NA"
"28137","Ano1","309135","Ano1-202","ENSRNOT00000090653","anoctamin 1"
"28138","Numbl","292732","Numbl-201","ENSRNOT00000057213","NUMB-like, endocytic adaptor protein"
"28139","Ltbp4","292734","Ltbp4-201","ENSRNOT00000028322","latent transforming growth factor beta binding protein 4"
"28140","Cd5","54236","Cd5-204","ENSRNOT00000086669","Cd5 molecule"
"28141","Nphs1","64563","Nphs1-201","ENSRNOT00000045212","NPHS1 adhesion molecule, nephrin"
"28142","Ppy","24677","Ppy-201","ENSRNOT00000028318","pancreatic polypeptide"
"28143","Bax","24887","Bax-201","ENSRNOT00000028328","BCL2 associated X, apoptosis regulator"
"28144","Pyy","287730","Pyy-201","ENSRNOT00000028323","peptide YY"
"28145","Keap1","117519","Keap1-201","ENSRNOT00000028360","Kelch-like ECH-associated protein 1"
"28146","Nags","303563","Nags-201","ENSRNOT00000028332","N-acetylglutamate synthase"
"28147","Frmd8","309172","Frmd8-201","ENSRNOT00000028331","FERM domain containing 8"
"28148","Shkbp1","292735","Shkbp1-201","ENSRNOT00000028348","Sh3kbp1 binding protein 1"
"28149","Cd6","25752","Cd6-202","ENSRNOT00000054809","Cd6 molecule"
"28150","Fgf3","170633","Fgf3-201","ENSRNOT00000028343","fibroblast growth factor 3"
"28151","Nucb1","84595","Nucb1-201","ENSRNOT00000028390","nucleobindin 1"
"28152","Fgf4","116499","Fgf4-201","ENSRNOT00000028355","fibroblast growth factor 4"
"28153","Dpf2","361711","Dpf2-202","ENSRNOT00000084396","double PHD fingers 2"
"28154","Snx27","260323","Snx27-201","ENSRNOT00000028389","sorting nexin 27"
"28155","Lsm12","287731","Lsm12-201","ENSRNOT00000028368","LSM12 homolog"
"28156","Prpf19","246216","Prpf19-201","ENSRNOT00000028373","pre-mRNA processing factor 19"
"28157","Fgf19","170582","Fgf19-201","ENSRNOT00000028365","fibroblast growth factor 19"
"28158","S1pr5","60399","S1pr5-201","ENSRNOT00000028380","sphingosine-1-phosphate receptor 5"
"28159","G6pc3","303565","G6pc3-201","ENSRNOT00000028375","glucose 6 phosphatase catalytic subunit 3"
"28160","Cdc42ep2","309175","Cdc42ep2-201","ENSRNOT00000028379","CDC42 effector protein 2"
"28161","Hdac5","84580","Hdac5-201","ENSRNOT00000055187","histone deacetylase 5"
"28162","Pola2","85242","Pola2-202","ENSRNOT00000084800","DNA polymerase alpha 2, accessory subunit"
"28163","Zp1","85271","Zp1-201","ENSRNOT00000028396","zona pellucida glycoprotein 1"
"28164","Hrob","303566","Hrob-202","ENSRNOT00000080965","homologous recombination factor with OB-fold"
"28165","Setd2","316013","Setd2-202","ENSRNOT00000087154","SET domain containing 2, histone lysine methyltransferase"
"28166","Tmub2","303567","Tmub2-202","ENSRNOT00000082722","transmembrane and ubiquitin-like domain containing 2"
"28167","Ccnd1","58919","Ccnd1-201","ENSRNOT00000028411","cyclin D1"
"28168","Hspb6","192245","Hspb6-201","ENSRNOT00000028401","heat shock protein family B (small) member 6"
"28169","Ccdc86","293738","Ccdc86-201","ENSRNOT00000028405","coiled-coil domain containing 86"
"28170","Tulp2","361576","Tulp2-201","ENSRNOT00000064245","TUB like protein 2"
"28171","Lin37","292787","Lin37-201","ENSRNOT00000028413","lin-37 DREAM MuvB core complex component"
"28172","Ms4a10","293739","Ms4a10-201","ENSRNOT00000028410","membrane spanning 4-domains A10"
"28173","Capn1","29153","Capn1-201","ENSRNOT00000028431","calpain 1"
"28174","Nradd","246143","Nradd-201","ENSRNOT00000028416","neurotrophin receptor associated death domain"
"28175","Ubtf","25574","Ubtf-202","ENSRNOT00000064283","upstream binding transcription factor"
"28176","Ppp1r15a","171071","Ppp1r15a-201","ENSRNOT00000044788","protein phosphatase 1, regulatory subunit 15A"
"28177","Ms4a8","361733","Ms4a8-201","ENSRNOT00000063879","membrane spanning 4-domains A8"
"28178","Psenen","292788","Psenen-201","ENSRNOT00000028438","presenilin enhancer gamma secretase subunit"
"28179","Plekha4","308584","Plekha4-201","ENSRNOT00000028423","pleckstrin homology domain containing A4"
"28180","Ms4a1","309217","Ms4a1-201","ENSRNOT00000028433","membrane spanning 4-domains A1"
"28181","Ccdc12","363151","Ccdc12-201","ENSRNOT00000028426","coiled-coil domain containing 12"
"28182","Egln2","308457","Egln2-201","ENSRNOT00000028434","egl-9 family hypoxia-inducible factor 2"
"28183","Pth1r","56813","Pth1r-201","ENSRNOT00000028435","parathyroid hormone 1 receptor"
"28184","Syvn1","361712","Syvn1-201","ENSRNOT00000028462","synoviolin 1"
"28185","Slc4a1","24779","Slc4a1-201","ENSRNOT00000028445","solute carrier family 4 member 1 (Diego blood group)"
"28186","Cgn","310655","Cgn-201","ENSRNOT00000028440","cingulin"
"28187","Ms4a7","293744","Ms4a7-201","ENSRNOT00000028443","membrane spanning 4-domains A7"
"28188","Myl3","24585","Myl3-201","ENSRNOT00000028458","myosin light chain 3"
"28189","Bcat2","64203","Bcat2-201","ENSRNOT00000028474","branched chain amino acid transaminase 2"
"28190","Igflr1","499126","Igflr1-201","ENSRNOT00000028442","IGF-like family receptor 1"
"28191","Rundc3a","303569","Rundc3a-201","ENSRNOT00000028487","RUN domain containing 3A"
"28192","Mrpl49","309176","Mrpl49-201","ENSRNOT00000028475","mitochondrial ribosomal protein L49"
"28193","Psmb4","58854","Psmb4-201","ENSRNOT00000028484","proteasome 20S subunit beta 4"
"28194","Prss46","408245","Prss46-201","ENSRNOT00000028479","protease, serine, 46"
"28195","Atp4a","24216","Atp4a-201","ENSRNOT00000028508","ATPase H+/K+ transporting subunit alpha"
"28196","Tm7sf2","293688","Tm7sf2-201","ENSRNOT00000028485","transmembrane 7 superfamily member 2"
"28197","Fgf21","170580","Fgf21-201","ENSRNOT00000028490","fibroblast growth factor 21"
"28198","Ms4a6a","361735","Ms4a6a-201","ENSRNOT00000033795","membrane spanning 4-domains A6A"
"28199","Ms4a2","25316","Ms4a2-201","ENSRNOT00000028491","membrane spanning 4-domains A2"
"28200","Slc25a39","360636","Slc25a39-201","ENSRNOT00000028496","solute carrier family 25, member 39"
"28201","Fut1","81919","Fut1-201","ENSRNOT00000028494","fucosyltransferase 1"
"28202","Naaladl1","83568","Naaladl1-201","ENSRNOT00000054835","N-acetylated alpha-linked acidic dipeptidase-like 1"
"28203","Cblif","29319","Cblif-201","ENSRNOT00000028507","cobalamin binding intrinsic factor"
"28204","Sac3d1","293690","Sac3d1-201","ENSRNOT00000028509","SAC3 domain containing 1"
"28205","Rasip1","292912","Rasip1-201","ENSRNOT00000032535","Ras interacting protein 1"
"28206","Mrpl16","293754","Mrpl16-201","ENSRNOT00000028517","mitochondrial ribosomal protein L16"
"28207","Tmem147","292792","Tmem147-201","ENSRNOT00000028514","transmembrane protein 147"
"28208","Snx15","293691","Snx15-201","ENSRNOT00000028511","sorting nexin 15"
"28209","Gapdhs","66020","Gapdhs-201","ENSRNOT00000028518","glyceraldehyde-3-phosphate dehydrogenase, spermatogenic"
"28210","Arl2","65142","Arl2-203","ENSRNOT00000093011","ADP-ribosylation factor like GTPase 2"
"28211","Fut2","58924","Fut2-201","ENSRNOT00000028519","fucosyltransferase 2"
"28212","Rfx5","310659","Rfx5-201","ENSRNOT00000068528","regulatory factor X5"
"28213","Stx3","81802","Stx3-201","ENSRNOT00000028535","syntaxin 3"
"28214","Sec1","308586","Sec1-201","ENSRNOT00000028522","secretory blood group 1"
"28215","Sbsn","292793","Sbsn-201","ENSRNOT00000028526","suprabasin"
"28216","Ca11","308588","Ca11-201","ENSRNOT00000028540","carbonic anhydrase 11"
"28217","Gpha2","171158","Gpha2-201","ENSRNOT00000028536","glycoprotein hormone subunit alpha 2"
"28218","Ffar2","292794","Ffar2-201","ENSRNOT00000028532","free fatty acid receptor 2"
"28219","Mag","29409","Mag-201","ENSRNOT00000028544","myelin-associated glycoprotein"
"28220","Pi4kb","81747","Pi4kb-201","ENSRNOT00000040501","phosphatidylinositol 4-kinase beta"
"28221","Ppp2r5b","309179","Ppp2r5b-201","ENSRNOT00000028542","protein phosphatase 2, regulatory subunit B', beta"
"28222","Dbp","24309","Dbp-201","ENSRNOT00000028546","D-box binding PAR bZIP transcription factor"
"28223","Hamp","84604","Hamp-201","ENSRNOT00000028545","hepcidin antimicrobial peptide"
"28224","Grn","29143","Grn-201","ENSRNOT00000028557","granulin precursor"
"28225","Sphk2","308589","Sphk2-201","ENSRNOT00000028549","sphingosine kinase 2"
"28226","Fam171a2","100361389","Fam171a2-201","ENSRNOT00000028563","family with sequence similarity 171, member A2"
"28227","Psmd4","83499","Psmd4-201","ENSRNOT00000028589","proteasome 26S subunit, non-ATPase 4"
"28228","Gpatch8","685233","Gpatch8-201","ENSRNOT00000050474","G patch domain containing 8"
"28229","Sult2b1","292915","Sult2b1-202","ENSRNOT00000067430","sulfotransferase family 2B member 1"
"28230","Lrrfip2","301035","Lrrfip2-201","ENSRNOT00000056060","LRR binding FLII interacting protein 2"
"28231","Cyth2","116692","Cyth2-201","ENSRNOT00000028588","cytohesin 2"
"28232","Patl1","361736","Patl1-201","ENSRNOT00000066247","PAT1 homolog 1, processing body mRNA decay factor"
"28233","Lsr","64355","Lsr-202","ENSRNOT00000044678","lipolysis stimulated lipoprotein receptor"
"28234","Men1","29417","Men1-201","ENSRNOT00000028592","menin 1"
"28235","Kcnj14","276720","Kcnj14-201","ENSRNOT00000028591","potassium inwardly-rectifying channel, subfamily J, member 14"
